cow_i,cow_j,start_ts,end_ts,zone
7,19,66992,67591,resting_bunk_5
7,19,67592,68191,resting_bunk_5
7,19,68192,68791,resting_bunk_5
7,19,68792,69391,resting_bunk_5
7,19,69392,69991,resting_bunk_5
7,19,69992,70591,resting_bunk_5
7,19,70592,71191,resting_bunk_5
7,19,71192,71791,resting_bunk_5
7,19,71792,72391,resting_bunk_5
7,19,72392,72991,resting_bunk_5
7,19,72992,73591,resting_bunk_5
7,19,73592,74191,resting_bunk_5
7,19,74192,74791,resting_bunk_5
7,19,74792,75391,resting_bunk_5
7,19,75392,75991,resting_bunk_5
7,19,75992,76591,resting_bunk_5
7,19,76592,77191,resting_bunk_5
7,19,77192,77791,resting_bunk_5
7,19,77792,78391,resting_bunk_5
7,19,78392,78991,resting_bunk_5
7,19,78992,79591,resting_bunk_5
7,19,79592,80191,resting_bunk_5
7,19,80192,80791,resting_bunk_5
7,19,80792,81391,resting_bunk_5
7,19,81392,81991,resting_bunk_5
7,19,81992,82591,resting_bunk_5
7,19,82592,83191,resting_bunk_5
7,19,83192,83791,resting_bunk_5
7,19,83792,84391,resting_bunk_5
7,19,84392,84991,resting_bunk_5
7,19,84992,85591,resting_bunk_5
7,19,85592,86191,resting_bunk_5
7,19,86192,86791,resting_bunk_5
7,19,86792,87391,resting_bunk_5
7,19,87392,87991,resting_bunk_5
7,19,87992,88591,resting_bunk_5
7,19,88592,89191,resting_bunk_5
7,19,89192,89791,resting_bunk_5
7,19,89792,90391,resting_bunk_5
7,19,90392,90991,resting_bunk_5
7,19,90992,91591,resting_bunk_5
7,19,91592,92191,resting_bunk_5
7,19,92192,92791,resting_bunk_5
7,19,92792,93391,resting_bunk_5
7,19,93392,93991,resting_bunk_5
7,19,93992,94591,resting_bunk_5
7,19,94592,95191,resting_bunk_5
7,19,95192,95791,resting_bunk_5
7,19,95792,96391,resting_bunk_5
7,19,96392,96991,resting_bunk_5
7,19,96992,97591,resting_bunk_5
7,19,97592,98191,resting_bunk_5
7,19,98192,98791,resting_bunk_5
7,19,98792,99391,resting_bunk_5
7,19,99392,99991,resting_bunk_5
7,19,99992,100591,resting_bunk_5
7,19,100592,101191,resting_bunk_5
7,19,101192,101791,resting_bunk_5
7,19,101792,102391,resting_bunk_5
7,19,102392,102991,resting_bunk_5
7,19,102992,103591,resting_bunk_5
7,19,103592,104191,resting_bunk_5
7,19,104192,104791,resting_bunk_5
7,19,104792,105391,resting_bunk_5
7,19,105392,105991,resting_bunk_5
7,19,105992,106591,resting_bunk_5
7,19,106592,107191,resting_bunk_5
7,19,107192,107791,resting_bunk_5
7,19,107792,108391,resting_bunk_5
7,19,108392,108991,resting_bunk_5
7,19,108992,109591,resting_bunk_5
7,19,109592,110191,resting_bunk_5
7,19,110192,110791,resting_bunk_5
7,19,110792,111391,resting_bunk_5
7,19,111392,111991,resting_bunk_5
7,19,111992,112591,resting_bunk_5
7,19,112592,113191,resting_bunk_5
7,19,113192,113791,resting_bunk_5
7,19,113792,114391,resting_bunk_5
7,19,114392,114991,resting_bunk_5
7,19,114992,115591,resting_bunk_5
7,19,115592,116191,resting_bunk_5
7,19,116192,116791,resting_bunk_5
7,19,116792,117391,resting_bunk_5
7,19,117392,117991,resting_bunk_5
7,19,117992,118591,resting_bunk_5
7,19,118592,119191,resting_bunk_5
7,19,119192,119791,resting_bunk_5
7,19,119792,120391,resting_bunk_5
7,19,120392,120991,resting_bunk_5
7,19,120992,121591,resting_bunk_5
7,19,121592,122191,resting_bunk_5
7,19,122192,122791,resting_bunk_5
7,19,122792,123391,resting_bunk_5
7,19,123392,123991,resting_bunk_5
7,19,123992,124591,resting_bunk_5
7,19,124592,125191,resting_bunk_5
7,19,125192,125791,resting_bunk_5
7,19,125792,126391,resting_bunk_5
7,19,126392,126991,resting_bunk_5
7,19,126992,127591,resting_bunk_5
7,19,127592,128191,resting_bunk_5
7,19,128192,128791,resting_bunk_5
7,19,128792,129391,resting_bunk_5
7,19,129392,129991,resting_bunk_5
7,19,129992,130591,resting_bunk_5
7,19,130592,131191,resting_bunk_5
7,19,131192,131791,resting_bunk_5
7,19,131792,132391,resting_bunk_5
7,19,132392,132991,resting_bunk_5
7,19,132992,133591,resting_bunk_5
7,19,133592,134191,resting_bunk_5
7,19,134192,134791,resting_bunk_5
7,19,134792,135391,resting_bunk_5
7,19,135392,135991,resting_bunk_5
7,19,135992,136591,resting_bunk_5
7,19,136592,137191,resting_bunk_5
7,19,137192,137791,resting_bunk_5
7,19,137792,138391,resting_bunk_5
7,19,138392,138991,resting_bunk_5
7,19,138992,139591,resting_bunk_5
7,19,139592,140191,resting_bunk_5
7,19,140192,140791,resting_bunk_5
7,19,140792,141391,resting_bunk_5
7,19,141392,141991,resting_bunk_5
7,19,141992,142591,resting_bunk_5
7,19,142592,143191,resting_bunk_5
7,19,143192,143791,resting_bunk_5
7,19,143792,144391,resting_bunk_5
7,19,144392,144991,resting_bunk_5
7,19,144992,145591,resting_bunk_5
7,19,145592,146191,resting_bunk_5
7,19,146192,146791,resting_bunk_5
7,19,146792,147391,resting_bunk_5
7,19,147392,147991,resting_bunk_5
7,19,147992,148591,resting_bunk_5
7,19,148592,149191,resting_bunk_5
7,19,149192,149791,resting_bunk_5
7,19,149792,150391,resting_bunk_5
7,19,150392,150991,resting_bunk_5
7,19,150992,151591,resting_bunk_5
7,19,151592,152191,resting_bunk_5
7,19,152192,152791,resting_bunk_5
7,19,152792,153391,resting_bunk_5
7,19,153392,153991,resting_bunk_5
7,19,153992,154591,resting_bunk_5
7,19,154592,155191,resting_bunk_5
7,19,155192,155791,resting_bunk_5
7,19,155792,156391,resting_bunk_5
7,19,156392,156991,resting_bunk_5
7,19,156992,157591,resting_bunk_5
7,19,157592,158191,resting_bunk_5
7,19,158192,158791,resting_bunk_5
7,19,158792,159391,resting_bunk_5
7,19,159392,159991,resting_bunk_5
7,19,159992,160591,resting_bunk_5
7,19,160592,161191,resting_bunk_5
7,19,161192,161791,resting_bunk_5
7,19,161792,162391,resting_bunk_5
7,19,162392,162991,resting_bunk_5
7,19,162992,163591,resting_bunk_5
7,19,163592,164191,resting_bunk_5
7,19,164192,164791,resting_bunk_5
7,19,164792,165391,resting_bunk_5
7,19,165392,165991,resting_bunk_5
7,19,165992,166591,resting_bunk_5
7,19,166592,167191,resting_bunk_5
7,19,167192,167791,resting_bunk_5
7,19,167792,168391,resting_bunk_5
7,19,168392,168991,resting_bunk_5
7,19,168992,169591,resting_bunk_5
7,19,169592,170191,resting_bunk_5
7,19,170192,170791,resting_bunk_5
7,19,170792,171391,resting_bunk_5
7,19,171392,171991,resting_bunk_5
7,19,171992,172591,resting_bunk_5
7,19,172592,173191,resting_bunk_5
7,19,173192,173791,resting_bunk_5
7,19,173792,174391,resting_bunk_5
7,19,174392,174991,resting_bunk_5
7,19,174992,175591,resting_bunk_5
7,19,175592,176191,resting_bunk_5
7,19,176192,176791,resting_bunk_5
7,19,176792,177391,resting_bunk_5
7,19,177392,177991,resting_bunk_5
7,19,177992,178591,resting_bunk_5
7,19,178592,179191,resting_bunk_5
7,19,179192,179791,resting_bunk_5
7,19,179792,180391,resting_bunk_5
7,19,180392,180991,resting_bunk_5
7,19,180992,181591,resting_bunk_5
7,19,181592,182191,resting_bunk_5
7,19,182192,182791,resting_bunk_5
7,19,182792,183391,resting_bunk_5
7,19,183392,183991,resting_bunk_5
7,19,183992,184591,resting_bunk_5
7,19,184592,185191,resting_bunk_5
7,19,185192,185791,resting_bunk_5
7,19,185792,186391,resting_bunk_5
7,19,186392,186991,resting_bunk_5
7,19,186992,187591,resting_bunk_5
7,19,187592,188191,resting_bunk_5
7,19,188192,188791,resting_bunk_5
7,19,188792,189391,resting_bunk_5
7,19,189392,189991,resting_bunk_5
7,19,189992,190591,resting_bunk_5
7,19,190592,191191,resting_bunk_5
7,19,191192,191791,resting_bunk_5
7,19,191792,192391,resting_bunk_5
7,19,192392,192991,resting_bunk_5
7,19,192992,193591,resting_bunk_5
7,19,193592,194191,resting_bunk_5
7,19,194192,194791,resting_bunk_5
7,19,194792,195391,resting_bunk_5
7,19,195392,195991,resting_bunk_5
7,19,195992,196591,resting_bunk_5
7,19,196592,197191,resting_bunk_5
7,19,197192,197791,resting_bunk_5
7,19,197792,198391,resting_bunk_5
7,19,198392,198991,resting_bunk_5
7,19,198992,199591,resting_bunk_5
7,19,199592,200191,resting_bunk_5
7,19,200192,200791,resting_bunk_5
7,19,200792,201391,resting_bunk_5
7,19,201392,201991,resting_bunk_5
7,19,201992,202591,resting_bunk_5
7,19,202592,203191,resting_bunk_5
7,19,203192,203791,resting_bunk_5
7,19,203792,204391,resting_bunk_5
7,19,204392,204991,resting_bunk_5
7,19,204992,205591,resting_bunk_5
7,19,205592,206191,resting_bunk_5
7,19,206192,206791,resting_bunk_5
7,19,206792,207391,resting_bunk_5
7,19,207392,207991,resting_bunk_5
7,19,207992,208591,resting_bunk_5
7,19,208592,209191,resting_bunk_5
7,19,209192,209791,resting_bunk_5
7,19,209792,210391,resting_bunk_5
7,19,210392,210991,resting_bunk_5
7,19,210992,211591,resting_bunk_5
7,19,211592,212191,resting_bunk_5
7,19,212192,212791,resting_bunk_5
7,19,212792,213391,resting_bunk_5
7,19,213392,213991,resting_bunk_5
7,19,213992,214591,resting_bunk_5
7,19,214592,215191,resting_bunk_5
7,19,215192,215791,resting_bunk_5
7,19,215792,216391,resting_bunk_5
7,19,216392,216991,resting_bunk_5
7,19,216992,217591,resting_bunk_5
7,19,217592,218191,resting_bunk_5
7,19,218192,218791,resting_bunk_5
7,19,218792,219391,resting_bunk_5
7,19,219392,219991,resting_bunk_5
7,19,219992,220591,resting_bunk_5
7,19,220592,221191,resting_bunk_5
7,19,221192,221791,resting_bunk_5
7,19,221792,222391,resting_bunk_5
7,19,222392,222991,resting_bunk_5
7,19,222992,223591,resting_bunk_5
7,19,223592,224191,resting_bunk_5
7,19,224192,224791,resting_bunk_5
7,19,224792,225391,resting_bunk_5
7,19,225392,225991,resting_bunk_5
7,19,225992,226591,resting_bunk_5
7,19,226592,227191,resting_bunk_5
7,19,227192,227791,resting_bunk_5
7,19,227792,228391,resting_bunk_5
7,19,228392,228991,resting_bunk_5
7,19,228992,229591,resting_bunk_5
7,19,229592,230191,resting_bunk_5
7,19,230192,230791,resting_bunk_5
7,19,230792,231391,resting_bunk_5
7,19,231392,231991,resting_bunk_5
7,19,231992,232591,resting_bunk_5
7,19,232592,233191,resting_bunk_5
7,19,233192,233791,resting_bunk_5
7,19,233792,234391,resting_bunk_5
7,19,234392,234991,resting_bunk_5
7,19,234992,235591,resting_bunk_5
7,19,235592,236191,resting_bunk_5
7,19,236192,236791,resting_bunk_5
7,19,236792,237391,resting_bunk_5
7,19,237392,237991,resting_bunk_5
7,19,237992,238591,resting_bunk_5
7,19,238592,239191,resting_bunk_5
7,19,239192,239791,resting_bunk_5
7,19,239792,240391,resting_bunk_5
7,19,240392,240991,resting_bunk_5
7,19,240992,241591,resting_bunk_5
7,19,241592,242191,resting_bunk_5
7,19,242192,242791,resting_bunk_5
7,19,242792,243391,resting_bunk_5
7,19,243392,243991,resting_bunk_5
7,19,243992,244591,resting_bunk_5
7,19,244592,245191,resting_bunk_5
7,19,245192,245791,resting_bunk_5
7,19,245792,246391,resting_bunk_5
7,19,246392,246991,resting_bunk_5
7,19,246992,247591,resting_bunk_5
7,19,247592,248191,resting_bunk_5
7,19,248192,248791,resting_bunk_5
7,19,248792,249391,resting_bunk_5
7,19,249392,249991,resting_bunk_5
7,19,249992,250591,resting_bunk_5
7,19,250592,251191,resting_bunk_5
7,19,251192,251791,resting_bunk_5
7,19,251792,252391,resting_bunk_5
7,19,252392,252991,resting_bunk_5
7,19,252992,253591,resting_bunk_5
7,19,253592,254191,resting_bunk_5
7,19,254192,254791,resting_bunk_5
7,19,254792,255391,resting_bunk_5
7,19,255392,255991,resting_bunk_5
7,19,255992,256591,resting_bunk_5
7,19,256592,257191,resting_bunk_5
7,19,257192,257791,resting_bunk_5
7,19,257792,258391,resting_bunk_5
7,19,258392,258991,resting_bunk_5
7,19,258992,259591,resting_bunk_5
7,19,259592,260191,resting_bunk_5
7,19,260192,260791,resting_bunk_5
7,19,260792,261391,resting_bunk_5
7,19,261392,261991,resting_bunk_5
7,19,261992,262591,resting_bunk_5
7,19,262592,263191,resting_bunk_5
7,19,263192,263791,resting_bunk_5
7,19,263792,264391,resting_bunk_5
7,19,264392,264991,resting_bunk_5
7,19,264992,265591,resting_bunk_5
7,19,265592,266191,resting_bunk_5
7,19,266192,266791,resting_bunk_5
7,19,266792,267391,resting_bunk_5
7,19,267392,267991,resting_bunk_5
7,19,267992,268591,resting_bunk_5
7,19,268592,269191,resting_bunk_5
7,19,269192,269791,resting_bunk_5
7,19,269792,270391,resting_bunk_5
7,19,270392,270991,resting_bunk_5
7,19,270992,271591,resting_bunk_5
7,19,271592,272191,resting_bunk_5
7,19,272192,272791,resting_bunk_5
7,19,272792,273391,resting_bunk_5
7,19,273392,273991,resting_bunk_5
7,19,273992,274591,resting_bunk_5
7,19,274592,275191,resting_bunk_5
7,19,275192,275791,resting_bunk_5
7,19,275792,276391,resting_bunk_5
7,19,276392,276991,resting_bunk_5
7,19,276992,277591,resting_bunk_5
7,19,277592,278191,resting_bunk_5
7,19,278192,278791,resting_bunk_5
7,19,278792,279391,resting_bunk_5
7,19,279392,279991,resting_bunk_5
7,19,279992,280591,resting_bunk_5
7,19,280592,281191,resting_bunk_5
7,19,281192,281791,resting_bunk_5
7,19,281792,282391,resting_bunk_5
7,19,282392,282991,resting_bunk_5
7,19,282992,283591,resting_bunk_5
7,19,283592,284191,resting_bunk_5
7,19,284192,284791,resting_bunk_5
7,19,284792,285391,resting_bunk_5
7,19,285392,285991,resting_bunk_5
7,19,285992,286591,resting_bunk_5
7,19,286592,287191,resting_bunk_5
7,19,287192,287791,resting_bunk_5
7,19,287792,288391,resting_bunk_5
7,19,288392,288991,resting_bunk_5
7,19,288992,289591,resting_bunk_5
7,19,289592,290191,resting_bunk_5
7,19,290192,290791,resting_bunk_5
7,19,290792,291391,resting_bunk_5
7,19,291392,291991,resting_bunk_5
7,19,291992,292591,resting_bunk_5
7,19,292592,293191,resting_bunk_5
7,19,293192,293791,resting_bunk_5
7,19,293792,294391,resting_bunk_5
7,19,294392,294991,resting_bunk_5
7,19,294992,295591,resting_bunk_5
7,19,295592,296191,resting_bunk_5
7,19,296192,296791,resting_bunk_5
7,19,296792,297391,resting_bunk_5
7,19,297392,297991,resting_bunk_5
7,19,297992,298591,resting_bunk_5
7,19,298592,299191,resting_bunk_5
7,19,299192,299791,resting_bunk_5
7,19,299792,300391,resting_bunk_5
7,19,300392,300991,resting_bunk_5
7,19,300992,301591,resting_bunk_5
7,19,301592,302191,resting_bunk_5
7,19,302192,302791,resting_bunk_5
7,19,302792,303391,resting_bunk_5
7,19,303392,303991,resting_bunk_5
7,19,303992,304591,resting_bunk_5
7,19,304592,305191,resting_bunk_5
7,19,305192,305791,resting_bunk_5
7,19,305792,306391,resting_bunk_5
7,19,306392,306991,resting_bunk_5
7,19,306992,307591,resting_bunk_5
7,19,307592,308191,resting_bunk_5
7,19,308192,308791,resting_bunk_5
7,19,308792,309391,resting_bunk_5
7,19,309392,309991,resting_bunk_5
7,19,309992,310591,resting_bunk_5
7,19,310592,311191,resting_bunk_5
7,19,311192,311791,resting_bunk_5
7,19,311792,312391,resting_bunk_5
7,19,312392,312991,resting_bunk_5
7,19,312992,313591,resting_bunk_5
7,19,313592,314191,resting_bunk_5
7,19,314192,314791,resting_bunk_5
7,19,314792,315391,resting_bunk_5
7,19,315392,315991,resting_bunk_5
7,19,315992,316591,resting_bunk_5
7,19,316592,317191,resting_bunk_5
7,19,317192,317791,resting_bunk_5
7,19,317792,318391,resting_bunk_5
7,19,318392,318991,resting_bunk_5
7,19,318992,319591,resting_bunk_5
7,19,319592,320191,resting_bunk_5
7,19,320192,320791,resting_bunk_5
7,19,320792,321391,resting_bunk_5
7,19,321392,321991,resting_bunk_5
7,19,321992,322591,resting_bunk_5
7,19,322592,323191,resting_bunk_5
7,19,323192,323791,resting_bunk_5
7,19,323792,324391,resting_bunk_5
7,19,324392,324991,resting_bunk_5
7,19,324992,325591,resting_bunk_5
7,19,325592,326191,resting_bunk_5
7,19,326192,326791,resting_bunk_5
7,19,326792,327391,resting_bunk_5
7,19,327392,327991,resting_bunk_5
7,19,327992,328591,resting_bunk_5
7,19,328592,329191,resting_bunk_5
7,19,329192,329791,resting_bunk_5
7,19,329792,330391,resting_bunk_5
7,19,330392,330991,resting_bunk_5
7,19,330992,331591,resting_bunk_5
7,19,331592,332191,resting_bunk_5
7,19,332192,332791,resting_bunk_5
7,19,332792,333391,resting_bunk_5
7,19,333392,333991,resting_bunk_5
7,19,333992,334591,resting_bunk_5
7,19,334592,335191,resting_bunk_5
7,19,335192,335791,resting_bunk_5
7,19,335792,336391,resting_bunk_5
7,19,336392,336991,resting_bunk_5
7,19,336992,337591,resting_bunk_5
7,19,337592,338191,resting_bunk_5
7,19,338192,338791,resting_bunk_5
7,19,338792,339391,resting_bunk_5
7,19,339392,339991,resting_bunk_5
7,19,339992,340591,resting_bunk_5
7,19,340592,341191,resting_bunk_5
7,19,341192,341791,resting_bunk_5
7,19,341792,342391,resting_bunk_5
7,19,342392,342991,resting_bunk_5
7,19,342992,343591,resting_bunk_5
7,19,343592,344191,resting_bunk_5
7,19,344192,344791,resting_bunk_5
7,19,344792,345391,resting_bunk_5
7,19,345392,345991,resting_bunk_5
7,19,345992,346591,resting_bunk_5
7,19,346592,347191,resting_bunk_5
7,19,347192,347791,resting_bunk_5
7,19,347792,348391,resting_bunk_5
7,19,348392,348991,resting_bunk_5
7,19,348992,349591,resting_bunk_5
7,19,349592,350191,resting_bunk_5
7,19,350192,350791,resting_bunk_5
7,19,350792,351391,resting_bunk_5
7,19,351392,351991,resting_bunk_5
7,19,351992,352591,resting_bunk_5
7,19,352592,353191,resting_bunk_5
7,19,353192,353791,resting_bunk_5
7,19,353792,354391,resting_bunk_5
7,19,354392,354991,resting_bunk_5
7,19,354992,355591,resting_bunk_5
7,19,355592,356191,resting_bunk_5
7,19,356192,356791,resting_bunk_5
7,19,356792,357391,resting_bunk_5
7,19,357392,357991,resting_bunk_5
7,19,357992,358591,resting_bunk_5
7,19,358592,359191,resting_bunk_5
7,19,359192,359791,resting_bunk_5
7,19,359792,360391,resting_bunk_5
7,19,360392,360991,resting_bunk_5
7,19,360992,361591,resting_bunk_5
7,19,361592,362191,resting_bunk_5
7,19,362192,362791,resting_bunk_5
7,19,362792,363391,resting_bunk_5
7,19,363392,363991,resting_bunk_5
7,19,363992,364591,resting_bunk_5
7,19,364592,365191,resting_bunk_5
7,19,365192,365791,resting_bunk_5
7,19,365792,366391,resting_bunk_5
7,19,366392,366991,resting_bunk_5
7,19,366992,367591,resting_bunk_5
7,19,367592,368191,resting_bunk_5
7,19,368192,368791,resting_bunk_5
7,19,368792,369391,resting_bunk_5
7,19,369392,369991,resting_bunk_5
7,19,369992,370591,resting_bunk_5
7,19,370592,371191,resting_bunk_5
7,19,371192,371791,resting_bunk_5
7,19,371792,372391,resting_bunk_5
7,19,372392,372991,resting_bunk_5
7,19,372992,373591,resting_bunk_5
7,19,373592,374191,resting_bunk_5
7,19,374192,374791,resting_bunk_5
7,19,374792,375391,resting_bunk_5
7,19,375392,375991,resting_bunk_5
7,19,375992,376591,resting_bunk_5
7,19,376592,377191,resting_bunk_5
7,19,377192,377791,resting_bunk_5
7,19,377792,378391,resting_bunk_5
7,19,378392,378991,resting_bunk_5
7,19,378992,379591,resting_bunk_5
7,19,379592,380191,resting_bunk_5
7,19,380192,380791,resting_bunk_5
7,19,380792,381391,resting_bunk_5
7,19,381392,381991,resting_bunk_5
7,19,381992,382591,resting_bunk_5
7,19,382592,383191,resting_bunk_5
7,19,383192,383791,resting_bunk_5
7,19,383792,384391,resting_bunk_5
7,19,384392,384991,resting_bunk_5
7,19,384992,385591,resting_bunk_5
7,19,385592,386191,resting_bunk_5
7,19,386192,386791,resting_bunk_5
7,19,386792,387391,resting_bunk_5
