cow_i,cow_j,start_ts,end_ts,initial_loc_cow_i_x_cm,initial_loc_cow_i_y_cm,initial_loc_cow_i_z_cm,initial_loc_cow_j_x_cm,initial_loc_cow_j_y_cm,initial_loc_cow_j_z_cm
T02,T09,1691014661.0,1691014826.0,-357.3,105.7,76.8,-495.2,41.6,178.5
T02,T09,1691014886.0,1691015066.0,-307.2,34.8,84.6,-529.6,45.8,163.2
T02,T09,1691015096.0,1691015726.0,-386.1,39.6,59.1,-483.0,63.0,162.8
T02,T09,1691015861.0,1691016101.0,-349.9,37.4,80.8,-519.4,186.4,156.2
T02,T09,1691043131.0,1691044931.0,111.8,-80.5,76.3,22.9,96.5,108.0
T02,T09,1691049881.0,1691050451.0,164.0,-22.2,79.8,-5.9,99.0,112.7
T02,T09,1691050481.0,1691050916.0,131.5,-23.0,94.0,-7.4,106.0,143.0
T02,T09,1691054486.0,1691054546.0,374.8,49.5,135.8,313.0,257.8,144.9
T02,T09,1691074271.0,1691074601.0,-454.7,69.7,132.7,-431.9,242.6,164.3
T02,T09,1691075411.0,1691075696.0,-406.2,-258.0,121.9,-504.9,-106.4,34.8
T02,T09,1691075726.0,1691076011.0,-569.5,-240.3,130.1,-435.8,-134.6,170.2
T02,T09,1691079236.0,1691082326.0,-226.5,-15.2,78.5,-414.8,74.0,32.0
T02,T09,1691085041.0,1691085536.0,-458.5,-285.2,106.9,-446.0,-44.6,146.1
T02,T09,1691085566.0,1691085701.0,-469.7,-250.6,141.3,-520.5,-10.0,180.6
T02,T09,1691086181.0,1691086241.0,-539.3,-282.4,109.2,-495.5,-220.7,113.0
T02,T09,1691087726.0,1691087801.0,-469.7,-32.8,122.7,-318.7,-21.0,102.0
T02,T09,1691091821.0,1691091911.0,-457.7,124.1,141.3,-309.0,-25.3,104.6
T02,T09,1691091956.0,1691092901.0,-188.6,62.2,108.3,-301.6,-43.8,86.7
T02,T09,1691100956.0,1691102696.0,-316.5,50.4,48.4,-340.2,-152.9,127.9
T02,T09,1691147531.0,1691149391.0,-251.8,-81.0,62.2,-210.3,101.9,98.2
T02,T10,1689962051.0,1689962111.0,-661.3,-313.4,84.6,-634.1,-436.6,105.6
T02,T10,1689964976.0,1689965051.0,-445.1,-108.2,144.0,-334.6,35.7,86.6
T02,T10,1689969206.0,1689970181.0,-434.9,-183.5,121.1,-355.3,25.5,73.0
T02,T10,1689970211.0,1689970271.0,-432.3,-83.3,127.5,-338.2,22.8,74.1
T02,T10,1689970586.0,1689970676.0,-452.1,210.9,141.6,-351.8,23.0,76.9
T02,T10,1689971126.0,1689971186.0,-692.7,264.6,106.9,-457.4,307.6,143.5
T02,T10,1689977066.0,1689978911.0,-224.6,211.4,108.9,-329.6,39.9,82.0
T02,T10,1689978941.0,1689981386.0,-246.5,17.8,70.7,-335.4,26.5,75.6
T02,T10,1689981416.0,1689982211.0,-238.7,33.4,82.7,-371.5,20.4,88.9
T02,T10,1689982241.0,1689982541.0,-235.2,4.8,71.9,-340.4,42.5,85.5
T02,T10,1689983606.0,1689983936.0,533.5,-705.0,132.5,650.2,-692.0,141.6
T02,T10,1689984236.0,1689984296.0,473.3,-698.5,151.5,646.2,-695.5,146.5
T02,T10,1689984326.0,1689984521.0,475.4,-736.6,127.9,643.6,-690.9,142.6
T02,T10,1689984611.0,1689984956.0,455.8,-741.3,82.8,555.5,-694.3,123.9
T02,T10,1689986426.0,1689987026.0,-240.7,41.6,124.0,-316.2,-73.8,121.1
T02,T10,1689987056.0,1689987191.0,-220.1,45.0,95.7,-372.6,-27.5,122.4
T02,T10,1689987311.0,1689989936.0,-160.9,44.3,79.4,-330.1,74.9,90.9
T02,T10,1689989966.0,1689990851.0,-168.4,15.3,71.3,-391.7,2.4,65.2
T02,T10,1689990881.0,1689990956.0,-185.3,96.1,126.1,-395.1,-3.2,65.2
T02,T10,1689991031.0,1689991151.0,-178.8,87.8,131.0,-395.7,0.8,63.6
T02,T10,1689991181.0,1689991661.0,-186.1,106.3,135.1,-382.7,-0.0,81.7
T02,T10,1689991691.0,1689991976.0,-178.4,81.7,123.6,-383.7,-0.6,61.2
T02,T10,1689992036.0,1689993116.0,-201.3,48.9,87.2,-333.5,35.0,92.1
T02,T10,1689993146.0,1689996641.0,-210.4,-4.7,67.5,-383.5,32.2,101.2
T02,T10,1689996731.0,1689996806.0,-236.4,74.6,84.8,-341.4,28.6,89.4
T02,T10,1689996836.0,1689996971.0,-144.1,46.1,81.3,-341.8,21.9,96.1
T02,T10,1689997001.0,1689997196.0,-230.4,33.3,78.5,-341.2,22.3,89.2
T02,T10,1689997226.0,1689997346.0,-210.1,28.0,87.8,-357.7,15.0,103.6
T02,T10,1689997406.0,1689997571.0,-214.2,12.0,73.1,-312.5,32.9,88.3
T02,T10,1689997601.0,1689997751.0,-211.6,10.5,72.8,-343.1,15.9,90.7
T02,T10,1689997781.0,1689997946.0,-212.9,24.3,53.8,-320.2,21.3,47.9
T02,T10,1689997976.0,1689998306.0,-170.3,-0.5,73.8,-292.4,-14.5,42.9
T02,T10,1689998336.0,1689999386.0,-205.6,10.2,72.3,-291.5,-0.1,58.3
T02,T10,1690015751.0,1690015841.0,-311.0,46.0,56.5,-99.8,21.0,93.6
T02,T10,1690015871.0,1690015961.0,-317.4,33.7,73.3,-86.3,32.6,105.9
T02,T10,1690016021.0,1690016096.0,-338.9,16.4,76.4,-99.4,23.9,93.2
T02,T10,1690016276.0,1690016366.0,-319.1,30.3,57.7,-73.2,22.1,93.1
T02,T10,1690016516.0,1690016651.0,-337.3,21.1,71.9,-93.5,13.7,82.6
T02,T10,1690016696.0,1690016786.0,-316.5,35.2,72.8,-80.0,22.5,89.3
T02,T10,1690016831.0,1690017041.0,-298.6,51.3,70.9,-85.8,15.8,84.4
T02,T10,1690017116.0,1690017401.0,-333.1,22.3,70.2,-84.7,14.5,81.1
T02,T10,1690017476.0,1690017536.0,-320.8,26.7,63.4,-113.0,34.4,118.2
T02,T10,1690017746.0,1690018046.0,-310.4,9.2,53.7,-117.6,19.2,79.1
T02,T10,1690018076.0,1690018151.0,-307.7,24.0,59.8,-92.5,18.3,75.9
T02,T10,1690018181.0,1690018271.0,-315.6,34.3,66.8,-96.5,38.6,96.2
T02,T10,1690022681.0,1690022771.0,-91.1,-12.1,90.5,-326.1,31.8,82.0
T02,T10,1690022861.0,1690023011.0,-96.3,-8.7,87.2,-321.6,17.1,76.2
T02,T10,1690023371.0,1690023491.0,-85.4,-16.8,94.6,-293.3,83.5,50.3
T02,T10,1690023986.0,1690024076.0,-94.7,-11.1,91.5,-336.5,24.7,79.9
T02,T10,1690024631.0,1690024721.0,-84.6,-14.3,101.7,-326.6,28.5,79.9
T02,T10,1690025126.0,1690025276.0,-86.9,-29.1,89.2,-325.6,32.8,78.6
T02,T10,1690033571.0,1690033631.0,-453.9,45.5,135.7,-324.5,38.0,67.1
T02,T10,1690037966.0,1690038026.0,-333.5,15.1,63.2,-490.3,83.6,131.9
T02,T10,1690038446.0,1690038611.0,-308.5,29.8,61.6,-201.8,211.6,82.3
T02,T10,1690038701.0,1690040291.0,-342.5,35.7,83.3,-215.8,74.0,103.9
T02,T10,1690040321.0,1690040426.0,-291.7,87.0,51.1,-194.9,16.5,64.1
T02,T10,1690040456.0,1690040711.0,-243.5,-29.3,118.7,-205.8,12.9,76.9
T02,T10,1690040741.0,1690041536.0,-334.8,40.8,135.5,-217.7,16.4,82.7
T02,T10,1690041566.0,1690041701.0,-331.6,153.5,163.6,-204.8,3.1,67.2
T02,T10,1690041731.0,1690041791.0,-348.6,122.1,104.9,-226.3,18.9,77.1
T02,T10,1690053716.0,1690053806.0,-244.6,24.9,83.2,-312.9,239.4,129.8
T02,T10,1690054001.0,1690055006.0,-197.7,25.1,103.4,-282.0,226.5,134.0
T02,T10,1690055036.0,1690055396.0,-125.1,132.5,91.7,-331.8,31.0,81.8
T02,T10,1690055426.0,1690055621.0,-184.6,106.5,110.5,-311.8,41.7,67.1
T02,T10,1690055651.0,1690055876.0,-532.0,-22.9,120.0,-327.3,47.0,62.4
T02,T10,1690065386.0,1690066526.0,-446.2,-103.3,150.9,-372.7,33.1,100.1
T02,T10,1690068956.0,1690069046.0,-343.2,32.4,95.9,-543.8,-1.7,165.5
T02,T10,1690082471.0,1690082816.0,58.1,62.8,97.0,120.2,227.7,92.9
T02,T10,1690101371.0,1690101956.0,32.9,112.2,132.3,-111.0,-69.7,79.3
T02,T10,1690101986.0,1690102886.0,15.2,63.6,68.1,-135.4,-64.8,165.9
T02,T10,1690103021.0,1690103381.0,46.7,31.5,76.7,-193.7,-18.2,98.9
T02,T10,1690103411.0,1690103531.0,-18.3,5.8,41.1,-216.8,-6.4,89.9
T02,T10,1690103561.0,1690103786.0,35.7,-27.5,66.7,-209.1,-13.6,98.5
T02,T10,1690104041.0,1690104116.0,45.0,48.5,86.0,-192.9,-4.7,82.5
T02,T10,1690107251.0,1690107401.0,35.8,17.3,88.9,253.8,-32.0,99.0
T02,T10,1690107716.0,1690107776.0,25.5,40.5,78.6,253.0,-29.0,88.9
T02,T10,1690107821.0,1690108016.0,44.2,31.2,79.9,252.1,-22.3,98.1
T02,T10,1690108091.0,1690108466.0,16.6,29.9,78.3,250.0,-14.4,88.4
T02,T10,1690108496.0,1690108601.0,31.7,20.7,82.3,254.6,-32.4,91.8
T02,T10,1690108736.0,1690108991.0,21.7,32.4,78.9,257.4,-36.9,94.5
T02,T10,1690109021.0,1690109156.0,15.5,24.5,82.6,254.4,-26.6,88.6
T02,T10,1690109231.0,1690109396.0,56.8,22.4,85.7,251.4,-35.8,91.0
T02,T10,1690109426.0,1690109486.0,48.8,81.4,139.3,248.1,-31.4,96.7
T02,T10,1690109606.0,1690109666.0,38.4,83.5,128.5,249.5,-31.8,93.6
T02,T10,1690120976.0,1690125236.0,-212.7,66.7,93.0,-350.8,27.3,84.0
T02,T10,1690133156.0,1690133216.0,-876.3,-56.3,121.6,-770.4,-267.6,144.6
T02,T10,1690136066.0,1690136981.0,-396.7,138.0,86.4,-363.2,-73.7,85.7
T02,T10,1690137116.0,1690137221.0,-444.4,-104.9,142.5,-324.4,-26.3,94.8
T02,T10,1690138061.0,1690138661.0,-436.9,-56.2,134.1,-326.2,-18.4,80.2
T02,T10,1690139126.0,1690139246.0,-546.4,-122.3,82.7,-327.8,-22.0,83.8
T02,T10,1690139381.0,1690139456.0,-557.3,-69.4,131.7,-327.5,-28.8,91.0
T02,T10,1690139486.0,1690139741.0,-546.3,-77.9,117.6,-318.5,-27.5,94.5
T02,T10,1690139771.0,1690140566.0,-547.6,-53.2,126.5,-329.2,-16.4,92.3
T02,T10,1690140671.0,1690140881.0,-558.7,28.5,133.3,-321.6,-28.4,96.6
T02,T10,1690147661.0,1690147721.0,-341.4,22.8,75.3,-380.1,-86.1,94.5
T02,T10,1690147751.0,1690147886.0,-152.9,-67.5,-52.1,-337.7,-42.7,111.5
T02,T10,1690147931.0,1690151321.0,-353.9,26.8,77.9,-352.5,-36.2,95.0
T02,T10,1690151351.0,1690154096.0,-336.1,41.2,80.5,-339.6,-32.5,93.9
T02,T10,1690169216.0,1690169306.0,-79.6,23.1,94.0,-301.6,-4.5,76.8
T02,T10,1690170821.0,1690170911.0,-92.1,35.2,91.5,-313.8,-40.1,64.9
T02,T10,1690172576.0,1690172741.0,962.4,-709.1,105.9,721.7,-743.6,93.9
T02,T10,1690172921.0,1690173206.0,380.6,-699.6,110.7,166.3,-735.6,102.1
T02,T10,1690173236.0,1690173296.0,396.9,-712.2,80.6,164.1,-717.2,90.7
T02,T10,1690173326.0,1690173401.0,384.3,-726.2,83.9,224.2,-756.6,101.8
T02,T10,1690174991.0,1690175726.0,287.8,-21.7,77.2,338.4,-129.9,85.1
T02,T10,1690175891.0,1690178606.0,270.3,-21.6,83.0,375.0,12.3,33.9
T02,T10,1690186076.0,1690186196.0,-92.0,92.5,55.2,-205.4,281.2,109.9
T02,T10,1690186226.0,1690188716.0,-113.1,-23.6,32.2,7.7,33.6,78.3
T02,T10,1690188746.0,1690189316.0,-107.1,50.4,83.4,51.0,30.4,94.4
T02,T10,1690189346.0,1690189616.0,-143.0,47.9,93.2,-11.3,15.6,91.2
T02,T10,1690189646.0,1690190381.0,-102.5,28.8,87.0,-6.6,34.7,88.1
T02,T10,1690211936.0,1690212116.0,-545.2,-40.9,88.0,-344.5,-44.5,86.5
T02,T10,1690212146.0,1690212626.0,-401.9,-157.1,-8.2,-347.7,-49.7,75.5
T02,T10,1690214336.0,1690214711.0,-443.2,-75.0,95.3,-347.4,-41.1,86.7
T02,T10,1690225736.0,1690225826.0,116.9,19.9,75.9,-95.3,29.6,94.9
T02,T10,1690225856.0,1690225976.0,135.7,-21.0,104.2,-84.8,25.1,90.4
T02,T10,1690226201.0,1690226381.0,152.3,-0.6,85.1,-62.4,31.1,73.2
T02,T10,1690226651.0,1690226936.0,151.6,-13.3,87.5,-69.5,18.6,85.2
T02,T10,1690227416.0,1690227641.0,139.0,-22.0,92.4,-84.3,36.7,85.2
T02,T10,1690227776.0,1690227851.0,148.9,-15.6,90.7,-99.2,14.9,90.8
T02,T10,1690227956.0,1690228286.0,-192.9,45.6,132.7,-71.9,26.8,72.8
T02,T10,1690228376.0,1690228496.0,145.1,-11.7,92.0,-99.4,25.6,83.9
T02,T10,1690228901.0,1690229006.0,131.2,-12.0,88.1,-111.1,21.7,85.7
T02,T10,1690229411.0,1690229516.0,159.4,-0.8,83.5,-85.2,17.9,74.8
T02,T10,1690229561.0,1690229636.0,153.4,-20.9,83.2,-79.9,14.8,81.4
T02,T10,1690233026.0,1690233191.0,-83.1,-687.6,139.7,-237.8,-721.6,105.9
T02,T10,1690237481.0,1690237571.0,-458.1,179.7,122.0,-253.8,226.9,85.0
T02,T10,1690237601.0,1690238561.0,-464.5,229.5,115.3,-376.6,97.3,84.7
T02,T10,1690249781.0,1690251656.0,135.9,20.6,80.6,116.4,-85.9,85.3
T02,T10,1690252376.0,1690252526.0,144.8,14.7,78.7,375.9,6.3,79.2
T02,T10,1690255856.0,1690256051.0,194.8,36.7,113.4,378.6,-55.0,108.2
T02,T10,1690256081.0,1690256141.0,194.3,52.4,111.3,363.1,-56.1,76.5
T02,T10,1690256246.0,1690256381.0,186.3,58.2,133.3,369.1,-31.9,85.8
T02,T10,1690256441.0,1690256531.0,181.3,63.3,144.1,393.4,-30.7,97.1
T02,T10,1690256561.0,1690256636.0,175.2,30.7,89.6,377.1,-11.6,81.3
T02,T10,1690256771.0,1690256906.0,156.6,30.5,81.2,395.6,-27.0,99.3
T02,T10,1690257071.0,1690257176.0,148.4,33.8,83.3,384.2,-26.9,94.2
T02,T10,1690257476.0,1690257671.0,142.7,27.3,75.6,368.8,-25.3,50.0
T02,T10,1690258016.0,1690258076.0,136.5,32.3,68.4,372.7,-22.2,96.2
T02,T10,1690258121.0,1690258211.0,143.0,26.6,73.3,377.7,-27.4,102.7
T02,T10,1690258466.0,1690258541.0,151.3,32.7,80.5,387.1,-18.0,73.0
T02,T10,1690258931.0,1690259276.0,175.3,83.7,72.8,379.8,-43.9,94.0
T02,T10,1690259306.0,1690259411.0,159.4,22.3,83.6,370.5,-18.2,87.8
T02,T10,1690259441.0,1690259771.0,160.7,26.4,74.4,371.4,-22.5,85.6
T02,T10,1690259831.0,1690259966.0,173.5,28.4,62.3,380.0,-18.2,83.6
T02,T10,1690259996.0,1690260206.0,167.1,32.5,70.0,382.9,-23.2,86.4
T02,T10,1690260536.0,1690260626.0,140.6,38.0,67.3,374.4,-20.4,85.5
T02,T10,1690260731.0,1690260806.0,154.7,35.0,74.9,373.6,-18.0,86.7
T02,T10,1690260851.0,1690260986.0,163.4,34.4,85.6,366.0,-19.7,85.2
T02,T10,1690261016.0,1690261346.0,137.0,25.5,70.9,372.4,-27.9,85.4
T02,T10,1690261376.0,1690261601.0,130.8,28.2,75.0,364.0,-22.1,83.7
T02,T10,1690261646.0,1690261721.0,173.0,50.1,79.6,388.4,-24.8,76.5
T02,T10,1690261766.0,1690261841.0,149.8,28.6,76.6,366.5,-16.8,81.0
T02,T10,1690262096.0,1690262216.0,125.4,44.5,63.2,366.8,-13.7,84.9
T02,T10,1690262336.0,1690262486.0,178.8,40.1,75.1,355.0,-82.4,50.6
T02,T10,1690262531.0,1690262591.0,162.3,43.4,80.2,380.5,-27.8,86.5
T02,T10,1690262696.0,1690263071.0,162.5,38.7,78.7,373.8,6.8,41.0
T02,T10,1690263296.0,1690263371.0,167.5,51.3,71.8,371.8,-25.8,88.0
T02,T10,1690263476.0,1690263596.0,159.7,34.6,77.5,375.2,-29.8,86.9
T02,T10,1690263821.0,1690263911.0,144.7,47.6,118.7,348.8,-29.6,72.8
T02,T10,1690283696.0,1690283951.0,-333.2,14.4,78.5,-473.2,190.8,89.9
T02,T10,1690284731.0,1690284791.0,-322.7,23.3,79.7,-90.9,43.1,83.7
T02,T10,1690284866.0,1690284956.0,-307.2,10.5,56.8,-89.6,54.6,109.0
T02,T10,1690285016.0,1690285571.0,-329.6,9.8,66.0,-102.1,32.5,88.8
T02,T10,1690285736.0,1690285856.0,-311.0,54.5,82.8,-93.8,38.8,100.9
T02,T10,1690285886.0,1690286261.0,-328.9,15.1,61.0,-113.7,33.1,83.2
T02,T10,1690286351.0,1690286411.0,-324.4,24.9,73.0,-94.0,35.8,94.1
T02,T10,1690286651.0,1690286711.0,-332.4,23.0,77.0,-89.5,46.3,104.5
T02,T10,1690288856.0,1690288976.0,87.5,-728.5,87.0,-118.4,-703.4,153.8
T02,T10,1690289201.0,1690289276.0,73.0,-714.2,135.5,-138.0,-701.6,143.8
T02,T10,1690292366.0,1690294256.0,-225.6,79.6,90.9,-285.3,49.7,78.0
T02,T10,1690294286.0,1690297781.0,-201.4,37.3,77.3,-345.0,62.3,136.0
T02,T10,1690298021.0,1690298246.0,-561.5,-44.4,138.2,-336.8,36.5,108.6
T02,T10,1690298306.0,1690298606.0,-531.0,-29.1,111.2,-330.4,18.3,87.5
T02,T10,1690298636.0,1690298861.0,-524.7,-2.9,117.2,-337.3,26.4,84.7
T02,T10,1690298906.0,1690298966.0,-536.3,25.1,120.2,-322.8,26.9,98.5
T02,T10,1690299251.0,1690299326.0,-535.1,47.7,116.7,-347.4,12.5,93.6
T02,T10,1690305581.0,1690305716.0,-218.4,5.4,72.1,23.9,56.5,96.4
T02,T10,1690305746.0,1690305821.0,-199.4,16.8,62.4,1.3,44.7,84.9
T02,T10,1690306181.0,1690306451.0,-176.8,15.6,74.0,-15.5,57.4,98.1
T02,T10,1690306541.0,1690306601.0,-188.3,17.6,71.4,39.6,22.9,57.9
T02,T10,1690306631.0,1690306811.0,-181.7,29.3,62.2,37.5,43.4,98.1
T02,T10,1690307171.0,1690307336.0,-229.6,17.9,93.8,-6.4,43.5,88.9
T02,T10,1690308236.0,1690308311.0,-232.2,67.6,97.3,-39.0,38.3,84.5
T02,T10,1690308341.0,1690308446.0,-228.9,66.3,130.3,-25.8,45.2,86.2
T02,T10,1690308701.0,1690308896.0,-246.3,39.4,121.8,-19.3,19.4,91.1
T02,T10,1690308926.0,1690309046.0,-227.1,84.2,126.8,6.9,30.6,85.5
T02,T10,1690309106.0,1690309256.0,-196.7,99.9,99.4,27.2,32.1,84.3
T02,T10,1690309286.0,1690309346.0,-198.7,115.6,127.2,-9.3,29.5,88.8
T02,T10,1690312946.0,1690313021.0,-613.2,-294.4,104.4,-500.9,-279.9,89.6
T02,T10,1690315481.0,1690315601.0,-617.9,227.4,117.5,-666.6,57.1,158.7
T02,T10,1690315976.0,1690316936.0,-503.0,-176.9,101.7,-456.4,-3.6,150.4
T02,T10,1690347716.0,1690348496.0,-216.9,45.2,108.2,-344.6,34.4,77.9
T02,T10,1690348526.0,1690352516.0,-158.4,37.6,45.9,-356.5,37.8,92.4
T02,T10,1690356101.0,1690357586.0,-206.2,11.2,63.4,-138.1,90.9,97.2
T02,T10,1690357631.0,1690358486.0,-206.6,45.2,83.7,-95.6,35.2,91.7
T02,T10,1690358546.0,1690358831.0,-234.2,41.3,119.3,-2.9,43.6,83.4
T02,T10,1690358861.0,1690359416.0,-212.0,66.0,104.8,-80.8,45.9,84.8
T02,T10,1690359446.0,1690359581.0,-232.3,107.8,156.1,-132.8,11.9,29.9
T02,T10,1690359611.0,1690359911.0,-196.6,115.5,136.3,-142.9,12.4,81.7
T02,T10,1690359941.0,1690360016.0,-226.7,35.5,62.3,-83.0,39.0,97.9
T02,T10,1690360046.0,1690360451.0,-197.3,115.7,123.3,-76.4,70.1,77.3
T02,T10,1690360481.0,1690360586.0,-208.3,7.8,80.8,-101.3,48.6,98.1
T02,T10,1690360616.0,1690360871.0,-219.1,15.1,82.2,-72.0,29.9,87.1
T02,T10,1690360976.0,1690361156.0,-261.8,-11.2,70.7,-97.1,56.1,107.3
T02,T10,1690361186.0,1690363511.0,-205.7,17.1,84.3,-155.6,23.6,-24.6
T02,T10,1690382351.0,1690382531.0,-407.9,-43.9,135.3,-340.1,30.2,86.5
T02,T10,1690385471.0,1690385741.0,-439.4,-96.0,91.8,-333.4,42.5,71.3
T02,T10,1690386416.0,1690387016.0,-507.6,33.4,126.8,-333.7,24.9,85.2
T02,T10,1690387046.0,1690387526.0,-445.5,232.9,137.9,-334.5,20.5,78.8
T02,T10,1690387781.0,1690388441.0,-486.1,-28.7,123.1,-280.7,12.5,13.7
T02,T10,1690388471.0,1690389341.0,-446.4,-37.1,117.1,-322.7,44.0,86.5
T02,T10,1690395236.0,1690395716.0,-532.7,-83.5,103.8,-389.6,2.2,58.5
T02,T10,1690397291.0,1690397456.0,-488.2,-17.3,116.6,-294.2,4.7,70.8
T02,T10,1690399241.0,1690399331.0,-794.5,-714.0,81.1,-572.0,-733.6,89.7
T02,T10,1690400456.0,1690400516.0,-880.8,34.1,116.5,-807.2,215.9,129.4
T02,T10,1690400636.0,1690400816.0,-617.5,306.5,115.1,-748.3,260.4,140.5
T02,T10,1690401056.0,1690401161.0,-710.4,92.9,93.9,-905.1,65.3,151.0
T02,T10,1690405961.0,1690406021.0,-441.4,-92.4,130.0,-440.0,10.6,136.0
T02,T10,1690407761.0,1690408346.0,-183.2,69.1,101.3,-334.6,29.8,83.3
T02,T10,1690408391.0,1690409351.0,-139.3,36.9,63.5,-328.3,29.9,81.3
T02,T10,1690409381.0,1690409486.0,-196.9,27.0,80.6,-355.7,27.3,87.8
T02,T10,1690409516.0,1690409861.0,-204.2,44.5,78.7,-367.7,34.3,97.7
T02,T10,1690409981.0,1690410521.0,-191.6,-91.3,202.9,-351.7,26.8,90.5
T02,T10,1690429211.0,1690429331.0,634.7,-698.7,119.1,393.5,-705.5,159.2
T02,T10,1690429361.0,1690429436.0,632.3,-638.5,134.7,405.3,-719.9,99.9
T02,T10,1690430036.0,1690430426.0,-339.4,-14.3,89.2,-243.6,-84.4,103.3
T02,T10,1690430681.0,1690431971.0,-344.8,-14.5,79.3,-175.0,54.8,72.2
T02,T10,1690434596.0,1690434806.0,-119.4,103.8,114.8,-210.4,33.7,93.5
T02,T10,1690434836.0,1690434926.0,-87.2,32.4,104.9,-187.3,-0.9,54.7
T02,T10,1690435031.0,1690435196.0,-64.5,29.5,90.0,-214.2,30.3,80.4
T02,T10,1690435436.0,1690435556.0,-65.6,4.9,78.0,-41.7,-12.7,51.5
T02,T10,1690435586.0,1690435751.0,-93.8,21.0,83.8,-217.8,17.3,80.8
T02,T10,1690435781.0,1690435931.0,-57.9,64.2,78.1,-158.3,27.5,69.1
T02,T10,1690435961.0,1690436486.0,-110.8,74.1,56.4,-229.5,-0.5,91.1
T02,T10,1690436516.0,1690436831.0,-60.9,31.3,85.5,-208.4,16.4,74.1
T02,T10,1690437521.0,1690437581.0,-315.8,222.6,50.6,-219.3,28.5,94.6
T02,T10,1690437746.0,1690438166.0,-345.8,232.2,96.9,-218.8,24.3,86.1
T02,T10,1690439921.0,1690440101.0,15.3,-14.4,88.3,-178.0,73.6,118.3
T02,T10,1690440281.0,1690440371.0,9.9,-16.2,81.6,-188.8,117.6,107.7
T02,T10,1690440506.0,1690449911.0,12.2,-28.9,87.4,11.5,163.9,110.1
T02,T10,1690457861.0,1690458116.0,132.9,113.3,102.8,239.6,41.4,102.8
T02,T10,1690458146.0,1690458341.0,190.7,9.0,130.9,248.3,19.2,92.5
T02,T10,1690458371.0,1690458506.0,140.6,35.0,97.4,240.3,31.7,81.2
T02,T10,1690458596.0,1690458716.0,117.0,28.0,91.3,242.6,25.1,93.6
T02,T10,1690458746.0,1690458866.0,101.3,21.7,83.9,236.3,10.1,70.7
T02,T10,1690458911.0,1690458971.0,302.5,-13.3,22.2,344.9,13.6,28.9
T02,T10,1690459076.0,1690459166.0,163.0,15.0,94.0,318.6,9.4,30.9
T02,T10,1690459271.0,1690459781.0,152.2,36.5,102.7,250.4,48.6,108.8
T02,T10,1690459811.0,1690459901.0,140.1,36.7,92.1,237.3,84.7,69.3
T02,T10,1690460006.0,1690460096.0,137.7,81.0,131.1,255.7,29.9,97.4
T02,T10,1690460126.0,1690460576.0,119.2,72.8,80.9,259.9,31.9,101.1
T02,T10,1690460606.0,1690461086.0,73.1,12.1,75.7,252.0,64.0,122.8
T02,T10,1690461116.0,1690461221.0,154.2,66.0,15.8,227.5,41.0,102.9
T02,T10,1690461251.0,1690461356.0,188.1,75.6,-56.1,239.9,44.8,104.8
T02,T10,1690461386.0,1690461806.0,134.0,30.2,90.1,237.9,37.2,86.8
T02,T10,1690461881.0,1690462691.0,95.9,86.8,79.6,257.8,64.2,88.1
T02,T10,1690463576.0,1690464146.0,637.4,-680.2,126.2,520.1,-697.0,132.2
T02,T10,1690466156.0,1690466246.0,-267.3,-740.0,110.5,-428.0,-705.8,96.1
T02,T10,1690474556.0,1690474616.0,-326.4,35.9,79.2,-508.5,173.6,129.2
T02,T10,1690478741.0,1690478831.0,-449.2,-25.0,124.0,-208.3,19.2,92.3
T02,T10,1690479866.0,1690479941.0,-450.3,28.7,136.4,-209.0,21.2,83.2
T02,T10,1690480211.0,1690480436.0,-435.1,-52.3,120.1,-213.7,12.5,84.5
T02,T10,1690483286.0,1690486586.0,-217.7,62.8,113.7,-384.0,195.9,127.7
T02,T10,1690493351.0,1690493516.0,-450.0,-116.2,117.8,-329.7,-4.0,75.0
T02,T10,1690494701.0,1690495121.0,-554.4,-129.1,130.8,-360.2,23.1,99.5
T02,T10,1690495166.0,1690495241.0,-521.6,-129.3,119.4,-358.7,18.2,93.6
T02,T10,1690495481.0,1690495631.0,-445.3,-190.9,125.8,-349.5,13.7,77.8
T02,T10,1690495661.0,1690496126.0,-462.7,-153.6,125.9,-357.5,27.2,81.0
T02,T10,1690503716.0,1690503896.0,-441.6,-244.7,120.7,-498.5,-27.8,146.5
T02,T10,1690504001.0,1690504991.0,-485.5,-250.8,130.1,-445.5,-24.3,136.8
T02,T10,1690548296.0,1690548371.0,-322.2,-720.1,111.4,-154.9,-735.1,99.0
T02,T10,1690548401.0,1690548761.0,-325.4,-734.8,102.4,-142.8,-708.9,138.1
T02,T10,1690548791.0,1690549121.0,-566.4,-720.3,98.7,-340.3,-698.6,154.4
T02,T10,1690549691.0,1690549766.0,-432.3,-253.4,133.3,-365.7,-332.0,123.1
T02,T10,1690551281.0,1690551341.0,-539.4,71.8,128.9,-341.0,20.2,89.1
T02,T10,1690551506.0,1690551581.0,-534.4,-84.6,78.8,-333.8,25.4,76.9
T02,T10,1690560206.0,1690560656.0,-934.4,-19.5,156.3,-940.4,31.9,138.3
T02,T10,1690561241.0,1690561496.0,-397.0,-250.0,96.0,-461.9,-25.7,129.7
T02,T10,1690561526.0,1690561841.0,-458.6,-210.5,130.9,-481.7,-11.4,119.8
